sentence,label,concept,category,feature,id
a caterpillar can be yellow in color.,0,caterpillar,invertebrate,can be yellow in color,31167
a kiwi can be yellow in color.,0,kiwi,fruit,can be yellow in color,31168
a pear can be yellow in color.,0,pear,fruit,can be yellow in color,31169
a bayonet can be yellow in color.,0,bayonet,weapon,can be yellow in color,31170
a spider can be yellow in color.,0,spider,invertebrate,can be yellow in color,31171
a clam can be yellow in color.,0,clam,sea creature,can be yellow in color,31172
a rattle can be yellow in color.,0,rattle,toy,can be yellow in color,31173
a sycamore tree can be yellow in color.,0,sycamore,tree,can be yellow in color,31174
a hyacinth can be yellow in color.,0,hyacinth,flower,can be yellow in color,31175
a bow can be yellow in color.,0,bow,weapon,can be yellow in color,31176
a minnow can be yellow in color.,0,minnow,fish,can be yellow in color,31177
a watermelon can be yellow in color.,0,watermelon,fruit,can be yellow in color,31178
a raven can be yellow in color.,0,raven,bird,can be yellow in color,31179
a truck can be yellow in color.,0,truck,vehicle,can be yellow in color,31180
an airplane can be yellow in color.,0,airplane,vehicle,can be yellow in color,31181
a mussel can be yellow in color.,0,mussel,sea creature,can be yellow in color,31182
a housefly can be yellow in color.,0,housefly,invertebrate,can be yellow in color,31183
a brussels sprout can be yellow in color.,0,brussels_sprout,vegetable,can be yellow in color,31184
a fir tree can be yellow in color.,0,fir,tree,can be yellow in color,31185
a butterfly can be yellow in color.,0,butterfly,invertebrate,can be yellow in color,31186
a tortoise can be yellow in color.,0,tortoise,animal,can be yellow in color,31187
an ashtray can be yellow in color.,0,ashtray,container,can be yellow in color,31188
a spatula can be yellow in color.,0,spatula,kitchenware,can be yellow in color,31189
an avocado can be yellow in color.,0,avocado,vegetable,can be yellow in color,31190
a boat can be yellow in color.,0,boat,water vehicle,can be yellow in color,31191
a gun can be yellow in color.,0,gun,weapon,can be yellow in color,31192
a moth can be yellow in color.,0,moth,invertebrate,can be yellow in color,31193
a harp can be yellow in color.,0,harp,music,can be yellow in color,31194
a raspberry can be yellow in color.,0,raspberry,fruit,can be yellow in color,31195
an eagle can be yellow in color.,0,eagle,bird,can be yellow in color,31196
a frog can be yellow in color.,0,frog,animal,can be yellow in color,31197
a parsley can be yellow in color.,0,parsley,vegetable,can be yellow in color,31198
a garlic can be yellow in color.,0,garlic,vegetable,can be yellow in color,31199
a yacht can be yellow in color.,0,yacht,water vehicle,can be yellow in color,31200
a worm can be yellow in color.,0,worm,invertebrate,can be yellow in color,31201
a scallop can be yellow in color.,0,scallop,sea creature,can be yellow in color,31202
a lamb can be yellow in color.,0,lamb,animal,can be yellow in color,31203
a french horn can be yellow in color.,0,french_horn,music,can be yellow in color,31204
a piano can be yellow in color.,0,piano,music,can be yellow in color,31205
a coconut can be yellow in color.,0,coconut,fruit,can be yellow in color,31206
an oak tree can be yellow in color.,0,oak,tree,can be yellow in color,31207
an owl can be yellow in color.,0,owl,bird,can be yellow in color,31208
a eucalyptus tree can be yellow in color.,0,eucalyptus,tree,can be yellow in color,31209
a cherry can be yellow in color.,0,cherry,fruit,can be yellow in color,31210
a nut can be yellow in color.,0,nut,fruit,can be yellow in color,31211
a beetle can be yellow in color.,0,beetle,invertebrate,can be yellow in color,31212
a radio can be yellow in color.,0,radio,appliance,can be yellow in color,31213
a cricket can be yellow in color.,0,cricket,invertebrate,can be yellow in color,31214
a satsuma can be yellow in color.,0,satsuma,fruit,can be yellow in color,31215
a can opener can be yellow in color.,0,can_opener,kitchenware,can be yellow in color,31216
an orchid can be yellow in color.,0,orchid,flower,can be yellow in color,31217
a flea can be yellow in color.,0,flea,invertebrate,can be yellow in color,31218
a centipede can be yellow in color.,0,centipede,invertebrate,can be yellow in color,31219
a birch tree can be yellow in color.,0,birch,tree,can be yellow in color,31220
a date can be yellow in color.,0,date,fruit,can be yellow in color,31221
an elm tree can be yellow in color.,0,elm,tree,can be yellow in color,31222
a lime can be yellow in color.,0,lime,fruit,can be yellow in color,31223
an apple can be yellow in color.,0,apple,fruit,can be yellow in color,31224
a geranium can be yellow in color.,0,geranium,flower,can be yellow in color,31225
a kite can be yellow in color.,0,kite,toy,can be yellow in color,31226
a jellyfish can be yellow in color.,0,jellyfish,sea creature,can be yellow in color,31227
a mushroom can be yellow in color.,0,mushroom,vegetable,can be yellow in color,31228
a carp can be yellow in color.,0,carp,fish,can be yellow in color,31229
a strawberry can be yellow in color.,0,strawberry,fruit,can be yellow in color,31230
a plate can be yellow in color.,0,plate,kitchenware,can be yellow in color,31231
a termite can be yellow in color.,0,termite,invertebrate,can be yellow in color,31232
an olive can be yellow in color.,0,olive,vegetable,can be yellow in color,31233
a hawk can be yellow in color.,0,hawk,bird,can be yellow in color,31234
flour can be yellow in color.,0,flour,food,can be yellow in color,31235
an asparagus can be yellow in color.,0,asparagus,vegetable,can be yellow in color,31236
an ant can be yellow in color.,0,ant,invertebrate,can be yellow in color,31237
a cake can be yellow in color.,0,cake,food,can be yellow in color,31238
a tangerine can be yellow in color.,0,tangerine,fruit,can be yellow in color,31239
chocolate can be yellow in color.,0,chocolate,food,can be yellow in color,31240
a coach can be yellow in color.,0,coach,vehicle,can be yellow in color,31241
milk can be yellow in color.,0,milk,food,can be yellow in color,31242
a sparrow can be yellow in color.,0,sparrow,bird,can be yellow in color,31243
a kangaroo can be yellow in color.,0,kangaroo,animal,can be yellow in color,31244
a grape can be yellow in color.,0,grape,fruit,can be yellow in color,31245
a magpie can be yellow in color.,0,magpie,bird,can be yellow in color,31246
a cauliflower can be yellow in color.,0,cauliflower,vegetable,can be yellow in color,31247
a dragonfly can be yellow in color.,0,dragonfly,invertebrate,can be yellow in color,31248
a pigeon can be yellow in color.,0,pigeon,bird,can be yellow in color,31249
a sandwich can be yellow in color.,0,sandwich,food,can be yellow in color,31250
a poppy can be yellow in color.,0,poppy,flower,can be yellow in color,31251
tea can be yellow in color.,0,tea,drink,can be yellow in color,31252
a doll can be yellow in color.,0,doll,toy,can be yellow in color,31253
coffee can be yellow in color.,0,coffee,drink,can be yellow in color,31254
bread can be soft.,1,bread,food,can be soft,31282
an oyster can be soft.,1,oyster,sea creature,can be soft,31283
a peach can be soft.,1,peach,fruit,can be soft,31284
cheese can be soft.,1,cheese,food,can be soft,31285
a sweet potato can be soft.,1,sweet_potato,vegetable,can be soft,31286
a scallop can be soft.,1,scallop,sea creature,can be soft,31287
a balloon can be soft.,1,balloon,toy,can be soft,31288
a plum can be soft.,1,plum,fruit,can be soft,31289
a mango can be soft.,1,mango,fruit,can be soft,31290
a blueberry can be soft.,1,blueberry,fruit,can be soft,31291
a cucumber can be soft.,1,cucumber,vegetable,can be soft,31292
a cookie can be soft.,1,cookie,food,can be soft,31293
a coconut can be soft.,1,coconut,fruit,can be soft,31294
a raisin can be soft.,1,raisin,food,can be soft,31295
an ear can be soft.,1,ear,body part,can be soft,31296
a tomato can be soft.,1,tomato,vegetable,can be soft,31297
a pea can be soft.,1,pea,vegetable,can be soft,31298
a slug can be soft.,1,slug,invertebrate,can be soft,31299
a banana can be soft.,1,banana,fruit,can be soft,31300
butter can be soft.,1,butter,food,can be soft,31301
a date can be soft.,1,date,fruit,can be soft,31302
a bean can be soft.,1,bean,vegetable,can be soft,31303
a puppet can be soft.,1,puppet,toy,can be soft,31304
ice cream can be soft.,1,ice_cream,food,can be soft,31305
a sultana can be soft.,1,sultana,food,can be soft,31306
a donut can be soft.,1,donut,food,can be soft,31307
a prune can be soft.,1,prune,food,can be soft,31308
a grapefruit can be soft.,1,grapefruit,fruit,can be soft,31309
a turnip can be soft.,1,turnip,vegetable,can be soft,31310
a mushroom can be soft.,1,mushroom,vegetable,can be soft,31311
a jellyfish can be soft.,1,jellyfish,sea creature,can be soft,31312
a strawberry can be soft.,1,strawberry,fruit,can be soft,31313
a squid can be soft.,1,squid,sea creature,can be soft,31314
a melon can be soft.,1,melon,fruit,can be soft,31315
flour can be soft.,1,flour,food,can be soft,31316
a kiwi can be soft.,1,kiwi,fruit,can be soft,31317
a pear can be soft.,1,pear,fruit,can be soft,31318
a cake can be soft.,1,cake,food,can be soft,31319
a tangerine can be soft.,1,tangerine,fruit,can be soft,31320
a caterpillar can be soft.,1,caterpillar,invertebrate,can be soft,31321
an octopus can be soft.,1,octopus,sea creature,can be soft,31322
a football can be soft.,1,football,toy,can be soft,31323
a clam can be soft.,1,clam,sea creature,can be soft,31324
a tongue can be soft.,1,tongue,body part,can be soft,31325
lips can be soft.,1,lips,body part,can be soft,31326
an eye can be soft.,1,eye,body part,can be soft,31327
jelly can be soft.,1,jelly,food,can be soft,31328
a nectarine can be soft.,1,nectarine,fruit,can be soft,31329
an avocado can be soft.,1,avocado,vegetable,can be soft,31330
a sandwich can be soft.,1,sandwich,food,can be soft,31331
a raspberry can be soft.,1,raspberry,fruit,can be soft,31332
a zucchini can be soft.,1,zucchini,vegetable,can be soft,31333
an apricot can be soft.,1,apricot,fruit,can be soft,31334
a currant can be soft.,0,currant,food,can be soft,31335
a dice can be soft.,0,dice,toy,can be soft,31336
a hair can be soft.,0,hair,body part,can be soft,31337
a finger can be soft.,0,finger,body part,can be soft,31338
a worm can be soft.,0,worm,invertebrate,can be soft,31339
a box can be soft.,0,box,container,can be soft,31340
a lamb can be soft.,0,lamb,animal,can be soft,31341
a pumpkin can be soft.,0,pumpkin,vegetable,can be soft,31342
an onion can be soft.,0,onion,vegetable,can be soft,31343
a calf can be soft.,0,calf,animal,can be soft,31344
a desk can be soft.,0,desk,furniture,can be soft,31345
a sink can be soft.,0,sink,container,can be soft,31346
a leek can be soft.,0,leek,vegetable,can be soft,31347
an owl can be soft.,0,owl,bird,can be soft,31348
a cherry can be soft.,0,cherry,fruit,can be soft,31349
a nut can be soft.,0,nut,fruit,can be soft,31350
a peeler can be soft.,0,peeler,kitchenware,can be soft,31351
a beetle can be soft.,0,beetle,invertebrate,can be soft,31352
a bone can be soft.,0,bone,body part,can be soft,31353
an arm can be soft.,0,arm,body part,can be soft,31354
a satsuma can be soft.,0,satsuma,fruit,can be soft,31355
a leg can be soft.,0,leg,body part,can be soft,31356
yoghurt can be soft.,0,yoghurt,food,can be soft,31357
a flea can be soft.,0,flea,invertebrate,can be soft,31358
a catapult can be soft.,0,catapult,weapon,can be soft,31359
a basket can be soft.,0,basket,container,can be soft,31360
rice can be soft.,0,rice,food,can be soft,31361
an orange can be soft.,0,orange,fruit,can be soft,31362
a millipede can be soft.,0,millipede,invertebrate,can be soft,31363
a centipede can be soft.,0,centipede,invertebrate,can be soft,31364
a tuba can be soft.,0,tuba,music,can be soft,31365
a bag can be soft.,0,bag,container,can be soft,31366
a soup can be soft.,0,soup,food,can be soft,31367
a cage can be soft.,0,cage,container,can be soft,31368
a lime can be soft.,0,lime,fruit,can be soft,31369
a peanut can be soft.,0,peanut,fruit,can be soft,31370
a birch tree can be soft.,0,birch,tree,can be soft,31371
a chandelier can be soft.,0,chandelier,furniture,can be soft,31372
a lemon can be soft.,0,lemon,fruit,can be soft,31373
a bin can be soft.,0,bin,container,can be soft,31374
a snail can be soft.,0,snail,invertebrate,can be soft,31375
a scorpion can be soft.,0,scorpion,invertebrate,can be soft,31376
an artichoke can be soft.,0,artichoke,vegetable,can be soft,31377
a raft can be soft.,0,raft,water vehicle,can be soft,31378
an apple can be soft.,0,apple,fruit,can be soft,31379
a kite can be soft.,0,kite,toy,can be soft,31380
a pie can be soft.,0,pie,food,can be soft,31381
a chopping board can be soft.,0,chopping_board,kitchenware,can be soft,31382
a yoyo can be soft.,0,yoyo,toy,can be soft,31383
a pineapple can be soft.,0,pineapple,fruit,can be soft,31384
an olive can be soft.,0,olive,vegetable,can be soft,31385
earmuffs can be soft.,0,earmuffs,clothing,can be soft,31386
an asparagus can be soft.,0,asparagus,vegetable,can be soft,31387
a termite can be soft.,0,termite,invertebrate,can be soft,31388
a ladybird can be soft.,0,ladybird,invertebrate,can be soft,31389
an ant can be soft.,0,ant,invertebrate,can be soft,31390
a rat can be soft.,0,rat,animal,can be soft,31391
chocolate can be soft.,0,chocolate,food,can be soft,31392
a spider can be soft.,0,spider,invertebrate,can be soft,31393
an armor can be soft.,0,armor,clothing,can be soft,31394
a bottle can be soft.,0,bottle,container,can be soft,31395
a rattle can be soft.,0,rattle,toy,can be soft,31396
a chicken can be soft.,0,chicken,bird,can be soft,31397
a grape can be soft.,0,grape,fruit,can be soft,31398
a foot can be soft.,0,foot,body part,can be soft,31399
a watermelon can be soft.,0,watermelon,fruit,can be soft,31400
a rolling pin can be soft.,0,rolling_pin,kitchenware,can be soft,31401
a mussel can be soft.,0,mussel,sea creature,can be soft,31402
a nose can be soft.,0,nose,body part,can be soft,31403
a toe can be soft.,0,toe,body part,can be soft,31404
a mouse can be soft.,0,mouse,animal,can be soft,31405
a heart can be soft.,0,heart,body part,can be soft,31406
a doll can be soft.,0,doll,toy,can be soft,31407
a bra is made of soft fabric.,1,bra,clothing,is made of soft fabric,31408
a wallet is made of soft fabric.,1,wallet,container,is made of soft fabric,31409
a bed is made of soft fabric.,1,bed,furniture,is made of soft fabric,31410
a scarf is made of soft fabric.,1,scarf,clothing,is made of soft fabric,31411
a sweater is made of soft fabric.,1,sweater,clothing,is made of soft fabric,31412
a mitten is made of soft fabric.,1,mitten,clothing,is made of soft fabric,31413
a veil is made of soft fabric.,1,veil,clothing,is made of soft fabric,31414
a dressing gown is made of soft fabric.,1,dressing_gown,clothing,is made of soft fabric,31415
earmuffs is made of soft fabric.,1,earmuffs,clothing,is made of soft fabric,31416
a robe is made of soft fabric.,1,robe,clothing,is made of soft fabric,31417
a sock is made of soft fabric.,1,sock,clothing,is made of soft fabric,31418
a dress is made of soft fabric.,1,dress,clothing,is made of soft fabric,31419
a sofa is made of soft fabric.,1,sofa,furniture,is made of soft fabric,31420
a cradle is made of soft fabric.,1,cradle,furniture,is made of soft fabric,31421
a gloves is made of soft fabric.,1,gloves,clothing,is made of soft fabric,31422
a pajama is made of soft fabric.,1,pajama,clothing,is made of soft fabric,31423
an armchair is made of soft fabric.,1,armchair,furniture,is made of soft fabric,31424
a dice is made of soft fabric.,0,dice,toy,is made of soft fabric,31425
a basin is made of soft fabric.,0,basin,container,is made of soft fabric,31426
a box is made of soft fabric.,0,box,container,is made of soft fabric,31427
a balloon is made of soft fabric.,0,balloon,toy,is made of soft fabric,31428
a lamp is made of soft fabric.,0,lamp,furniture,is made of soft fabric,31429
a satchel is made of soft fabric.,0,satchel,container,is made of soft fabric,31430
a hoe is made of soft fabric.,0,hoe,tool,is made of soft fabric,31431
a wren is made of soft fabric.,0,wren,bird,is made of soft fabric,31432
a sink is made of soft fabric.,0,sink,container,is made of soft fabric,31433
a piano is made of soft fabric.,0,piano,music,is made of soft fabric,31434
an oven is made of soft fabric.,0,oven,appliance,is made of soft fabric,31435
a dresser is made of soft fabric.,0,dresser,furniture,is made of soft fabric,31436
a peeler is made of soft fabric.,0,peeler,kitchenware,is made of soft fabric,31437
a rollerskate is made of soft fabric.,0,rollerskate,toy,is made of soft fabric,31438
a whisk is made of soft fabric.,0,whisk,kitchenware,is made of soft fabric,31439
a flea is made of soft fabric.,0,flea,invertebrate,is made of soft fabric,31440
a catapult is made of soft fabric.,0,catapult,weapon,is made of soft fabric,31441
a basket is made of soft fabric.,0,basket,container,is made of soft fabric,31442
a goose is made of soft fabric.,0,goose,bird,is made of soft fabric,31443
a bench is made of soft fabric.,0,bench,furniture,is made of soft fabric,31444
a bag is made of soft fabric.,0,bag,container,is made of soft fabric,31445
a stool is made of soft fabric.,0,stool,furniture,is made of soft fabric,31446
a chandelier is made of soft fabric.,0,chandelier,furniture,is made of soft fabric,31447
a bin is made of soft fabric.,0,bin,container,is made of soft fabric,31448
a puppet is made of soft fabric.,0,puppet,toy,is made of soft fabric,31449
a raft is made of soft fabric.,0,raft,water vehicle,is made of soft fabric,31450
a kite is made of soft fabric.,0,kite,toy,is made of soft fabric,31451
a table is made of soft fabric.,0,table,furniture,is made of soft fabric,31452
a chopping board is made of soft fabric.,0,chopping_board,kitchenware,is made of soft fabric,31453
a bucket is made of soft fabric.,0,bucket,container,is made of soft fabric,31454
a corn is made of soft fabric.,0,corn,vegetable,is made of soft fabric,31455
a yoyo is made of soft fabric.,0,yoyo,toy,is made of soft fabric,31456
a chest of drawers is made of soft fabric.,0,chest_of_drawers,furniture,is made of soft fabric,31457
a coffee maker is made of soft fabric.,0,coffee_maker,appliance,is made of soft fabric,31458
a cake is made of soft fabric.,0,cake,food,is made of soft fabric,31459
a bookcase is made of soft fabric.,0,bookcase,furniture,is made of soft fabric,31460
an armor is made of soft fabric.,0,armor,clothing,is made of soft fabric,31461
a football is made of soft fabric.,0,football,toy,is made of soft fabric,31462
a rattle is made of soft fabric.,0,rattle,toy,is made of soft fabric,31463
beer is made of soft fabric.,0,beer,drink,is made of soft fabric,31464
a saw is made of soft fabric.,0,saw,tool,is made of soft fabric,31465
a rake is made of soft fabric.,0,rake,tool,is made of soft fabric,31466
a chair is made of soft fabric.,0,chair,furniture,is made of soft fabric,31467
a doll is made of soft fabric.,0,doll,toy,is made of soft fabric,31468
a colander is made of soft fabric.,0,colander,kitchenware,is made of soft fabric,31469
a rhubarb is used to make jam.,1,rhubarb,fruit,is used to make jam,31470
a strawberry is used to make jam.,1,strawberry,fruit,is used to make jam,31471
a plum is used to make jam.,1,plum,fruit,is used to make jam,31472
a raspberry is used to make jam.,1,raspberry,fruit,is used to make jam,31473
an apricot is used to make jam.,1,apricot,fruit,is used to make jam,31474
a raft is used to make jam.,0,raft,water vehicle,is used to make jam,31475
a yoyo is used to make jam.,0,yoyo,toy,is used to make jam,31476
a catapult is used to make jam.,0,catapult,weapon,is used to make jam,31477
earmuffs is used to make jam.,0,earmuffs,clothing,is used to make jam,31478
a balloon is used to make jam.,0,balloon,toy,is used to make jam,31479
flour is used to make jam.,0,flour,food,is used to make jam,31480
a cake is used to make jam.,0,cake,food,is used to make jam,31481
chocolate is used to make jam.,0,chocolate,food,is used to make jam,31482
a doll is used to make jam.,0,doll,toy,is used to make jam,31483
a rattle is used to make jam.,0,rattle,toy,is used to make jam,31484
a satsuma is grown in warm climate.,1,satsuma,fruit,is grown in warm climate,31485
a grapefruit is grown in warm climate.,1,grapefruit,fruit,is grown in warm climate,31486
a banana is grown in warm climate.,1,banana,fruit,is grown in warm climate,31487
a peach is grown in warm climate.,1,peach,fruit,is grown in warm climate,31488
a watermelon is grown in warm climate.,1,watermelon,fruit,is grown in warm climate,31489
a melon is grown in warm climate.,1,melon,fruit,is grown in warm climate,31490
a pineapple is grown in warm climate.,1,pineapple,fruit,is grown in warm climate,31491
an orange is grown in warm climate.,1,orange,fruit,is grown in warm climate,31492
an olive is grown in warm climate.,1,olive,vegetable,is grown in warm climate,31493
a tangerine is grown in warm climate.,1,tangerine,fruit,is grown in warm climate,31494
an avocado is grown in warm climate.,1,avocado,vegetable,is grown in warm climate,31495
a date is grown in warm climate.,1,date,fruit,is grown in warm climate,31496
a lime is grown in warm climate.,1,lime,fruit,is grown in warm climate,31497
an apricot is grown in warm climate.,1,apricot,fruit,is grown in warm climate,31498
a grape is grown in warm climate.,1,grape,fruit,is grown in warm climate,31499
a currant is grown in warm climate.,0,currant,food,is grown in warm climate,31500
a raft is grown in warm climate.,0,raft,water vehicle,is grown in warm climate,31501
an apple is grown in warm climate.,0,apple,fruit,is grown in warm climate,31502
a prune is grown in warm climate.,0,prune,food,is grown in warm climate,31503
a sultana is grown in warm climate.,0,sultana,food,is grown in warm climate,31504
a donut is grown in warm climate.,0,donut,food,is grown in warm climate,31505
a robin is grown in warm climate.,0,robin,bird,is grown in warm climate,31506
a drill is grown in warm climate.,0,drill,tool,is grown in warm climate,31507
a strawberry is grown in warm climate.,0,strawberry,fruit,is grown in warm climate,31508
a yoyo is grown in warm climate.,0,yoyo,toy,is grown in warm climate,31509
a hair is grown in warm climate.,0,hair,body part,is grown in warm climate,31510
a garlic is grown in warm climate.,0,garlic,vegetable,is grown in warm climate,31511
earmuffs is grown in warm climate.,0,earmuffs,clothing,is grown in warm climate,31512
a balloon is grown in warm climate.,0,balloon,toy,is grown in warm climate,31513
a plum is grown in warm climate.,0,plum,fruit,is grown in warm climate,31514
a pear is grown in warm climate.,0,pear,fruit,is grown in warm climate,31515
a blueberry is grown in warm climate.,0,blueberry,fruit,is grown in warm climate,31516
a raisin is grown in warm climate.,0,raisin,food,is grown in warm climate,31517
a kiwi is grown in warm climate.,0,kiwi,fruit,is grown in warm climate,31518
a coconut is grown in warm climate.,0,coconut,fruit,is grown in warm climate,31519
a rat is grown in warm climate.,0,rat,animal,is grown in warm climate,31520
a chest of drawers is grown in warm climate.,0,chest_of_drawers,furniture,is grown in warm climate,31521
flour is grown in warm climate.,0,flour,food,is grown in warm climate,31522
a cherry is grown in warm climate.,0,cherry,fruit,is grown in warm climate,31523
a nut is grown in warm climate.,0,nut,fruit,is grown in warm climate,31524
a rattle is grown in warm climate.,0,rattle,toy,is grown in warm climate,31525
a caterpillar is grown in warm climate.,0,caterpillar,invertebrate,is grown in warm climate,31526
an oak tree is grown in warm climate.,0,oak,tree,is grown in warm climate,31527
a peacock is grown in warm climate.,0,peacock,bird,is grown in warm climate,31528
a catapult is grown in warm climate.,0,catapult,weapon,is grown in warm climate,31529
a nectarine is grown in warm climate.,0,nectarine,fruit,is grown in warm climate,31530
a peanut is grown in warm climate.,0,peanut,fruit,is grown in warm climate,31531
a doll is grown in warm climate.,0,doll,toy,is grown in warm climate,31532
a lemon is grown in warm climate.,0,lemon,fruit,is grown in warm climate,31533
an accordion is grown in warm climate.,0,accordion,music,is grown in warm climate,31534
a raspberry is grown in warm climate.,0,raspberry,fruit,is grown in warm climate,31535
a mango is grown in warm climate.,0,mango,fruit,is grown in warm climate,31536
a rhubarb can be used in desserts.,1,rhubarb,fruit,can be used in desserts,31537
a peach can be used in desserts.,1,peach,fruit,can be used in desserts,31538
a strawberry can be used in desserts.,1,strawberry,fruit,can be used in desserts,31539
a melon can be used in desserts.,1,melon,fruit,can be used in desserts,31540
a pineapple can be used in desserts.,1,pineapple,fruit,can be used in desserts,31541
a plum can be used in desserts.,1,plum,fruit,can be used in desserts,31542
a pumpkin can be used in desserts.,1,pumpkin,vegetable,can be used in desserts,31543
a blueberry can be used in desserts.,1,blueberry,fruit,can be used in desserts,31544
a date can be used in desserts.,1,date,fruit,can be used in desserts,31545
a raspberry can be used in desserts.,1,raspberry,fruit,can be used in desserts,31546
an apricot can be used in desserts.,1,apricot,fruit,can be used in desserts,31547
a raft can be used in desserts.,0,raft,water vehicle,can be used in desserts,31548
a kite can be used in desserts.,0,kite,toy,can be used in desserts,31549
a dice can be used in desserts.,0,dice,toy,can be used in desserts,31550
a chopping board can be used in desserts.,0,chopping_board,kitchenware,can be used in desserts,31551
a porcupine can be used in desserts.,0,porcupine,animal,can be used in desserts,31552
cheese can be used in desserts.,0,cheese,food,can be used in desserts,31553
a mushroom can be used in desserts.,0,mushroom,vegetable,can be used in desserts,31554
a yoyo can be used in desserts.,0,yoyo,toy,can be used in desserts,31555
a box can be used in desserts.,0,box,container,can be used in desserts,31556
a balloon can be used in desserts.,0,balloon,toy,can be used in desserts,31557
an onion can be used in desserts.,0,onion,vegetable,can be used in desserts,31558
a leek can be used in desserts.,0,leek,vegetable,can be used in desserts,31559
earmuffs can be used in desserts.,0,earmuffs,clothing,can be used in desserts,31560
flour can be used in desserts.,0,flour,food,can be used in desserts,31561
a cake can be used in desserts.,0,cake,food,can be used in desserts,31562
chocolate can be used in desserts.,0,chocolate,food,can be used in desserts,31563
a eucalyptus tree can be used in desserts.,0,eucalyptus,tree,can be used in desserts,31564
a rattle can be used in desserts.,0,rattle,toy,can be used in desserts,31565
a scythe can be used in desserts.,0,scythe,tool,can be used in desserts,31566
a cart can be used in desserts.,0,cart,vehicle,can be used in desserts,31567
a cod can be used in desserts.,0,cod,fish,can be used in desserts,31568
a watermelon can be used in desserts.,0,watermelon,fruit,can be used in desserts,31569
a rolling pin can be used in desserts.,0,rolling_pin,kitchenware,can be used in desserts,31570
a catapult can be used in desserts.,0,catapult,weapon,can be used in desserts,31571
a basket can be used in desserts.,0,basket,container,can be used in desserts,31572
a nightingale can be used in desserts.,0,nightingale,bird,can be used in desserts,31573
a seal can be used in desserts.,0,seal,animal,can be used in desserts,31574
a bag can be used in desserts.,0,bag,container,can be used in desserts,31575
a doll can be used in desserts.,0,doll,toy,can be used in desserts,31576
a puppet can be used in desserts.,0,puppet,toy,can be used in desserts,31577
a scorpion can be used in desserts.,0,scorpion,invertebrate,can be used in desserts,31578
a currant is used in desserts.,1,currant,food,is used in desserts,31579
a pie is used in desserts.,1,pie,food,is used in desserts,31580
a prune is used in desserts.,1,prune,food,is used in desserts,31581
jelly is used in desserts.,1,jelly,food,is used in desserts,31582
yoghurt is used in desserts.,1,yoghurt,food,is used in desserts,31583
rice is used in desserts.,1,rice,food,is used in desserts,31584
a cake is used in desserts.,1,cake,food,is used in desserts,31585
a coconut is used in desserts.,1,coconut,fruit,is used in desserts,31586
chocolate is used in desserts.,1,chocolate,food,is used in desserts,31587
sugar is used in desserts.,1,sugar,food,is used in desserts,31588
ice cream is used in desserts.,1,ice_cream,food,is used in desserts,31589
bread is used in desserts.,0,bread,food,is used in desserts,31590
a raft is used in desserts.,0,raft,water vehicle,is used in desserts,31591
a kite is used in desserts.,0,kite,toy,is used in desserts,31592
a chopping board is used in desserts.,0,chopping_board,kitchenware,is used in desserts,31593
cheese is used in desserts.,0,cheese,food,is used in desserts,31594
a mushroom is used in desserts.,0,mushroom,vegetable,is used in desserts,31595
a yoyo is used in desserts.,0,yoyo,toy,is used in desserts,31596
a box is used in desserts.,0,box,container,is used in desserts,31597
a balloon is used in desserts.,0,balloon,toy,is used in desserts,31598
earmuffs is used in desserts.,0,earmuffs,clothing,is used in desserts,31599
flour is used in desserts.,0,flour,food,is used in desserts,31600
a sink is used in desserts.,0,sink,container,is used in desserts,31601
a doll is used in desserts.,0,doll,toy,is used in desserts,31602
a nut is used in desserts.,0,nut,fruit,is used in desserts,31603
a rattle is used in desserts.,0,rattle,toy,is used in desserts,31604
an eye is used in desserts.,0,eye,body part,is used in desserts,31605
a catapult is used in desserts.,0,catapult,weapon,is used in desserts,31606
a bag is used in desserts.,0,bag,container,is used in desserts,31607
a chandelier is used in desserts.,0,chandelier,furniture,is used in desserts,31608
a peanut is used in desserts.,0,peanut,fruit,is used in desserts,31609
a bin is used in desserts.,0,bin,container,is used in desserts,31610
a puppet is used in desserts.,0,puppet,toy,is used in desserts,31611
a plum has edible skin.,1,plum,fruit,has edible skin,31612
a zucchini has edible skin.,1,zucchini,vegetable,has edible skin,31613
an apricot has edible skin.,1,apricot,fruit,has edible skin,31614
a leek has edible skin.,0,leek,vegetable,has edible skin,31615
an apple has edible skin.,0,apple,fruit,has edible skin,31616
an avocado has edible skin.,0,avocado,vegetable,has edible skin,31617
a date has edible skin.,0,date,fruit,has edible skin,31618
a mushroom has edible skin.,0,mushroom,vegetable,has edible skin,31619
a nut has edible skin.,0,nut,fruit,has edible skin,31620
an apricot can be eaten dried.,1,apricot,fruit,can be eaten dried,31621
an avocado can be eaten dried.,0,avocado,vegetable,can be eaten dried,31622
a date can be eaten dried.,0,date,fruit,can be eaten dried,31623
a suit is made of fabric.,1,suit,clothing,is made of fabric,31624
a shawl is made of fabric.,1,shawl,clothing,is made of fabric,31625
a coat is made of fabric.,1,coat,clothing,is made of fabric,31626
a robe is made of fabric.,1,robe,clothing,is made of fabric,31627
a sock is made of fabric.,1,sock,clothing,is made of fabric,31628
a helmet is made of fabric.,1,helmet,clothing,is made of fabric,31629
a belt is made of fabric.,1,belt,clothing,is made of fabric,31630
a stocking is made of fabric.,1,stocking,clothing,is made of fabric,31631
