sentence,label,concept,category,feature,id
yoghurt can be unhealthy.,0,yoghurt,food,can be unhealthy,50958
rice can be unhealthy.,0,rice,food,can be unhealthy,50959
a soup can be unhealthy.,0,soup,food,can be unhealthy,50960
a bean can be unhealthy.,0,bean,vegetable,can be unhealthy,50961
ham can be unhealthy.,0,ham,food,can be unhealthy,50962
an artichoke can be unhealthy.,0,artichoke,vegetable,can be unhealthy,50963
cider can be unhealthy.,0,cider,drink,can be unhealthy,50964
a turnip can be unhealthy.,0,turnip,vegetable,can be unhealthy,50965
a mushroom can be unhealthy.,0,mushroom,vegetable,can be unhealthy,50966
a corn can be unhealthy.,0,corn,vegetable,can be unhealthy,50967
an eggplant can be unhealthy.,0,eggplant,vegetable,can be unhealthy,50968
an asparagus can be unhealthy.,0,asparagus,vegetable,can be unhealthy,50969
flour can be unhealthy.,0,flour,food,can be unhealthy,50970
a spinach can be unhealthy.,0,spinach,vegetable,can be unhealthy,50971
a carrot can be unhealthy.,0,carrot,vegetable,can be unhealthy,50972
a rhubarb can be unhealthy.,0,rhubarb,fruit,can be unhealthy,50973
a cauliflower can be unhealthy.,0,cauliflower,vegetable,can be unhealthy,50974
jelly can be unhealthy.,0,jelly,food,can be unhealthy,50975
a potato can be unhealthy.,0,potato,vegetable,can be unhealthy,50976
a broccoli can be unhealthy.,0,broccoli,vegetable,can be unhealthy,50977
a cabbage can be unhealthy.,0,cabbage,vegetable,can be unhealthy,50978
a lettuce can be unhealthy.,0,lettuce,vegetable,can be unhealthy,50979
a sandwich can be unhealthy.,0,sandwich,food,can be unhealthy,50980
tea can be unhealthy.,0,tea,drink,can be unhealthy,50981
coffee can be unhealthy.,0,coffee,drink,can be unhealthy,50982
bread can smell good.,1,bread,food,can smell good,50983
a carnation can smell good.,1,carnation,flower,can smell good,50984
bacon can smell good.,1,bacon,food,can smell good,50985
a parsley can smell good.,1,parsley,vegetable,can smell good,50986
a pansy can smell good.,1,pansy,flower,can smell good,50987
a eucalyptus tree can smell good.,1,eucalyptus,tree,can smell good,50988
a daffodil can smell good.,1,daffodil,flower,can smell good,50989
an orchid can smell good.,1,orchid,flower,can smell good,50990
a pine tree can smell good.,1,pine,tree,can smell good,50991
a daisy can smell good.,1,daisy,flower,can smell good,50992
a lily can smell good.,1,lily,flower,can smell good,50993
a marigold can smell good.,1,marigold,flower,can smell good,50994
a geranium can smell good.,1,geranium,flower,can smell good,50995
a tulip can smell good.,1,tulip,flower,can smell good,50996
a cake can smell good.,1,cake,food,can smell good,50997
a hyacinth can smell good.,1,hyacinth,flower,can smell good,50998
tea can smell good.,1,tea,drink,can smell good,50999
a rose can smell good.,1,rose,flower,can smell good,51000
coffee can smell good.,1,coffee,drink,can smell good,51001
a buttercup can smell good.,0,buttercup,flower,can smell good,51002
a tank can smell good.,0,tank,vehicle,can smell good,51003
whiskey can smell good.,0,whiskey,drink,can smell good,51004
ketchup can smell good.,0,ketchup,food,can smell good,51005
a clock can smell good.,0,clock,furniture,can smell good,51006
a cucumber can smell good.,0,cucumber,vegetable,can smell good,51007
a chestnut tree can smell good.,0,chestnut,tree,can smell good,51008
a calf can smell good.,0,calf,animal,can smell good,51009
wine can smell good.,0,wine,drink,can smell good,51010
a buffalo can smell good.,0,buffalo,animal,can smell good,51011
a crab can smell good.,0,crab,sea creature,can smell good,51012
a willow tree can smell good.,0,willow,tree,can smell good,51013
a banana can smell good.,0,banana,fruit,can smell good,51014
rice can smell good.,0,rice,food,can smell good,51015
a millipede can smell good.,0,millipede,invertebrate,can smell good,51016
a grasshopper can smell good.,0,grasshopper,invertebrate,can smell good,51017
a ladle can smell good.,0,ladle,kitchenware,can smell good,51018
a soup can smell good.,0,soup,food,can smell good,51019
a snail can smell good.,0,snail,invertebrate,can smell good,51020
sugar can smell good.,0,sugar,food,can smell good,51021
a woodpecker can smell good.,0,woodpecker,bird,can smell good,51022
gin can smell good.,0,gin,drink,can smell good,51023
a toad can smell good.,0,toad,animal,can smell good,51024
cider can smell good.,0,cider,drink,can smell good,51025
a goat can smell good.,0,goat,animal,can smell good,51026
a caterpillar can smell good.,0,caterpillar,invertebrate,can smell good,51027
a kiwi can smell good.,0,kiwi,fruit,can smell good,51028
a fork can smell good.,0,fork,kitchenware,can smell good,51029
a spider can smell good.,0,spider,invertebrate,can smell good,51030
a clam can smell good.,0,clam,sea creature,can smell good,51031
a dagger can smell good.,0,dagger,weapon,can smell good,51032
a sycamore tree can smell good.,0,sycamore,tree,can smell good,51033
jelly can smell good.,0,jelly,food,can smell good,51034
a mussel can smell good.,0,mussel,sea creature,can smell good,51035
a brussels sprout can smell good.,0,brussels_sprout,vegetable,can smell good,51036
a fir tree can smell good.,0,fir,tree,can smell good,51037
an ashtray can smell good.,0,ashtray,container,can smell good,51038
a washing machine can smell good.,0,washing_machine,appliance,can smell good,51039
lemonade can smell good.,0,lemonade,drink,can smell good,51040
a harp can smell good.,0,harp,music,can smell good,51041
a raspberry can smell good.,0,raspberry,fruit,can smell good,51042
an eagle can smell good.,0,eagle,bird,can smell good,51043
a frog can smell good.,0,frog,animal,can smell good,51044
a cymbal can smell good.,0,cymbal,music,can smell good,51045
an oyster can smell good.,0,oyster,sea creature,can smell good,51046
cheese can smell good.,0,cheese,food,can smell good,51047
a garlic can smell good.,0,garlic,vegetable,can smell good,51048
a scallop can smell good.,0,scallop,sea creature,can smell good,51049
a worm can smell good.,0,worm,invertebrate,can smell good,51050
a lamb can smell good.,0,lamb,animal,can smell good,51051
a pumpkin can smell good.,0,pumpkin,vegetable,can smell good,51052
an onion can smell good.,0,onion,vegetable,can smell good,51053
a sink can smell good.,0,sink,container,can smell good,51054
a stocking can smell good.,0,stocking,clothing,can smell good,51055
an oak tree can smell good.,0,oak,tree,can smell good,51056
a sunflower can smell good.,0,sunflower,flower,can smell good,51057
a beetle can smell good.,0,beetle,invertebrate,can smell good,51058
a rollerskate can smell good.,0,rollerskate,toy,can smell good,51059
a panther can smell good.,0,panther,animal,can smell good,51060
a slug can smell good.,0,slug,invertebrate,can smell good,51061
a flea can smell good.,0,flea,invertebrate,can smell good,51062
a locust can smell good.,0,locust,invertebrate,can smell good,51063
a parka can smell good.,0,parka,clothing,can smell good,51064
a centipede can smell good.,0,centipede,invertebrate,can smell good,51065
butter can smell good.,0,butter,food,can smell good,51066
a birch tree can smell good.,0,birch,tree,can smell good,51067
an elm tree can smell good.,0,elm,tree,can smell good,51068
a crane can smell good.,0,crane,bird,can smell good,51069
a speedboat can smell good.,0,speedboat,water vehicle,can smell good,51070
a scorpion can smell good.,0,scorpion,invertebrate,can smell good,51071
a cat can smell good.,0,cat,animal,can smell good,51072
a jellyfish can smell good.,0,jellyfish,sea creature,can smell good,51073
a termite can smell good.,0,termite,invertebrate,can smell good,51074
flour can smell good.,0,flour,food,can smell good,51075
chocolate can smell good.,0,chocolate,food,can smell good,51076
milk can smell good.,0,milk,food,can smell good,51077
a barge can smell good.,0,barge,water vehicle,can smell good,51078
a dinghy can smell good.,0,dinghy,water vehicle,can smell good,51079
a dandelion can smell good.,0,dandelion,flower,can smell good,51080
a pigeon can smell good.,0,pigeon,bird,can smell good,51081
a poppy can smell good.,0,poppy,flower,can smell good,51082
a chair can smell good.,0,chair,furniture,can smell good,51083
a rattlesnake can smell good.,0,rattlesnake,animal,can smell good,51084
bacon is crispy when cooked.,1,bacon,food,is crispy when cooked,51085
a cake is crispy when cooked.,0,cake,food,is crispy when cooked,51086
chocolate is crispy when cooked.,0,chocolate,food,is crispy when cooked,51087
ham is crispy when cooked.,0,ham,food,is crispy when cooked,51088
bacon is unsmoked.,1,bacon,food,is unsmoked,51089
a cake is unsmoked.,0,cake,food,is unsmoked,51090
chocolate is unsmoked.,0,chocolate,food,is unsmoked,51091
ham is unsmoked.,0,ham,food,is unsmoked,51092
bacon is eaten with eggs.,1,bacon,food,is eaten with eggs,51093
a cake is eaten with eggs.,0,cake,food,is eaten with eggs,51094
chocolate is eaten with eggs.,0,chocolate,food,is eaten with eggs,51095
ham is eaten with eggs.,0,ham,food,is eaten with eggs,51096
bacon has a rind.,1,bacon,food,has a rind,51097
cheese has a rind.,1,cheese,food,has a rind,51098
flour has a rind.,0,flour,food,has a rind,51099
a leek has a rind.,0,leek,vegetable,has a rind,51100
a cake has a rind.,0,cake,food,has a rind,51101
chocolate has a rind.,0,chocolate,food,has a rind,51102
a mushroom has a rind.,0,mushroom,vegetable,has a rind,51103
jelly has a rind.,0,jelly,food,has a rind,51104
a bag is used for shopping.,1,bag,container,is used for shopping,51109
a basket is used for shopping.,1,basket,container,is used for shopping,51110
a bowl is used for shopping.,0,bowl,container,is used for shopping,51111
a barrel is used for shopping.,0,barrel,container,is used for shopping,51112
a bottle is used for shopping.,0,bottle,container,is used for shopping,51113
a bin is used for shopping.,0,bin,container,is used for shopping,51114
a jar is used for shopping.,0,jar,container,is used for shopping,51115
a box is used for shopping.,0,box,container,is used for shopping,51116
a wallet has a zip.,1,wallet,container,has a zip,51117
a suit has a zip.,1,suit,clothing,has a zip,51118
jeans has a zip.,1,jeans,clothing,has a zip,51119
a coat has a zip.,1,coat,clothing,has a zip,51120
a parka has a zip.,1,parka,clothing,has a zip,51121
a skirt has a zip.,1,skirt,clothing,has a zip,51122
a satchel has a zip.,1,satchel,container,has a zip,51123
a bag has a zip.,1,bag,container,has a zip,51124
a jacket has a zip.,1,jacket,clothing,has a zip,51125
a trouser has a zip.,1,trouser,clothing,has a zip,51126
a wetsuit has a zip.,1,wetsuit,clothing,has a zip,51127
a shawl has a zip.,0,shawl,clothing,has a zip,51128
a basin has a zip.,0,basin,container,has a zip,51129
a box has a zip.,0,box,container,has a zip,51130
a robe has a zip.,0,robe,clothing,has a zip,51131
a helmet has a zip.,0,helmet,clothing,has a zip,51132
a belt has a zip.,0,belt,clothing,has a zip,51133
a cape has a zip.,0,cape,clothing,has a zip,51134
an apron has a zip.,0,apron,clothing,has a zip,51135
a scarf has a zip.,0,scarf,clothing,has a zip,51136
a mitten has a zip.,0,mitten,clothing,has a zip,51137
knickers has a zip.,0,knickers,clothing,has a zip,51138
a tray has a zip.,0,tray,kitchenware,has a zip,51139
a basket has a zip.,0,basket,container,has a zip,51140
a veil has a zip.,0,veil,clothing,has a zip,51141
a ladle has a zip.,0,ladle,kitchenware,has a zip,51142
a bin has a zip.,0,bin,container,has a zip,51143
a gloves has a zip.,0,gloves,clothing,has a zip,51144
a shirt has a zip.,0,shirt,clothing,has a zip,51145
a bowl has a zip.,0,bowl,container,has a zip,51146
a bucket has a zip.,0,bucket,container,has a zip,51147
a cloak has a zip.,0,cloak,clothing,has a zip,51148
a swimsuit has a zip.,0,swimsuit,clothing,has a zip,51149
a dressing gown has a zip.,0,dressing_gown,clothing,has a zip,51150
a bikini has a zip.,0,bikini,clothing,has a zip,51151
a bra has a zip.,0,bra,clothing,has a zip,51152
a sweater has a zip.,0,sweater,clothing,has a zip,51153
a leotard has a zip.,0,leotard,clothing,has a zip,51154
a gown has a zip.,0,gown,clothing,has a zip,51155
a blouse has a zip.,0,blouse,clothing,has a zip,51156
a cap has a zip.,0,cap,clothing,has a zip,51157
a dress has a zip.,0,dress,clothing,has a zip,51158
a pajama has a zip.,0,pajama,clothing,has a zip,51159
a bathtub has a zip.,0,bathtub,container,has a zip,51160
a scarf is fashionable.,1,scarf,clothing,is fashionable,51161
a shawl is fashionable.,1,shawl,clothing,is fashionable,51162
a sweater is fashionable.,1,sweater,clothing,is fashionable,51163
jeans is fashionable.,1,jeans,clothing,is fashionable,51164
a swimsuit is fashionable.,1,swimsuit,clothing,is fashionable,51165
a coat is fashionable.,1,coat,clothing,is fashionable,51166
a skirt is fashionable.,1,skirt,clothing,is fashionable,51167
a satchel is fashionable.,1,satchel,container,is fashionable,51168
a bag is fashionable.,1,bag,container,is fashionable,51169
a belt is fashionable.,1,belt,clothing,is fashionable,51170
a dress is fashionable.,1,dress,clothing,is fashionable,51171
a jacket is fashionable.,1,jacket,clothing,is fashionable,51172
a cape is fashionable.,1,cape,clothing,is fashionable,51173
a shirt is fashionable.,1,shirt,clothing,is fashionable,51174
a suit is fashionable.,0,suit,clothing,is fashionable,51175
a box is fashionable.,0,box,container,is fashionable,51176
a robe is fashionable.,0,robe,clothing,is fashionable,51177
a sock is fashionable.,0,sock,clothing,is fashionable,51178
a helmet is fashionable.,0,helmet,clothing,is fashionable,51179
a refrigerator is fashionable.,0,refrigerator,appliance,is fashionable,51180
an oven is fashionable.,0,oven,appliance,is fashionable,51181
a balloon is fashionable.,0,balloon,toy,is fashionable,51182
a stocking is fashionable.,0,stocking,clothing,is fashionable,51183
a dishwasher is fashionable.,0,dishwasher,appliance,is fashionable,51184
a microwave is fashionable.,0,microwave,appliance,is fashionable,51185
an apron is fashionable.,0,apron,clothing,is fashionable,51186
a wetsuit is fashionable.,0,wetsuit,clothing,is fashionable,51187
a mitten is fashionable.,0,mitten,clothing,is fashionable,51188
knickers is fashionable.,0,knickers,clothing,is fashionable,51189
a basket is fashionable.,0,basket,container,is fashionable,51190
a veil is fashionable.,0,veil,clothing,is fashionable,51191
a parka is fashionable.,0,parka,clothing,is fashionable,51192
a bin is fashionable.,0,bin,container,is fashionable,51193
a gloves is fashionable.,0,gloves,clothing,is fashionable,51194
a toaster is fashionable.,0,toaster,appliance,is fashionable,51195
a raft is fashionable.,0,raft,water vehicle,is fashionable,51196
a bowl is fashionable.,0,bowl,container,is fashionable,51197
a barrel is fashionable.,0,barrel,container,is fashionable,51198
a cloak is fashionable.,0,cloak,clothing,is fashionable,51199
a kite is fashionable.,0,kite,toy,is fashionable,51200
a yoyo is fashionable.,0,yoyo,toy,is fashionable,51201
a dressing gown is fashionable.,0,dressing_gown,clothing,is fashionable,51202
a coffee maker is fashionable.,0,coffee_maker,appliance,is fashionable,51203
a bottle is fashionable.,0,bottle,container,is fashionable,51204
a bikini is fashionable.,0,bikini,clothing,is fashionable,51205
a bra is fashionable.,0,bra,clothing,is fashionable,51206
a leotard is fashionable.,0,leotard,clothing,is fashionable,51207
a gown is fashionable.,0,gown,clothing,is fashionable,51208
a blouse is fashionable.,0,blouse,clothing,is fashionable,51209
a stove is fashionable.,0,stove,appliance,is fashionable,51210
tights is fashionable.,0,tights,clothing,is fashionable,51211
a washing machine is fashionable.,0,washing_machine,appliance,is fashionable,51212
a cap is fashionable.,0,cap,clothing,is fashionable,51213
a trouser is fashionable.,0,trouser,clothing,is fashionable,51214
a doll is fashionable.,0,doll,toy,is fashionable,51215
a pajama is fashionable.,0,pajama,clothing,is fashionable,51216
a basin can be used as a container.,1,basin,container,can be used as a container,51217
a box can be used as a container.,1,box,container,can be used as a container,51218
a satchel can be used as a container.,1,satchel,container,can be used as a container,51219
a sink can be used as a container.,1,sink,container,can be used as a container,51220
a jar can be used as a container.,1,jar,container,can be used as a container,51221
a hutch can be used as a container.,1,hutch,container,can be used as a container,51222
a blender can be used as a container.,1,blender,appliance,can be used as a container,51223
a basket can be used as a container.,1,basket,container,can be used as a container,51224
a bag can be used as a container.,1,bag,container,can be used as a container,51225
a cage can be used as a container.,1,cage,container,can be used as a container,51226
a bin can be used as a container.,1,bin,container,can be used as a container,51227
a mug can be used as a container.,1,mug,container,can be used as a container,51228
a bowl can be used as a container.,1,bowl,container,can be used as a container,51229
a barrel can be used as a container.,1,barrel,container,can be used as a container,51230
a bucket can be used as a container.,1,bucket,container,can be used as a container,51231
a kettle can be used as a container.,1,kettle,appliance,can be used as a container,51232
a wheelbarrow can be used as a container.,1,wheelbarrow,vehicle,can be used as a container,51233
a bottle can be used as a container.,1,bottle,container,can be used as a container,51234
a cup can be used as a container.,1,cup,container,can be used as a container,51235
a wallet can be used as a container.,1,wallet,container,can be used as a container,51236
an ashtray can be used as a container.,1,ashtray,container,can be used as a container,51237
a jug can be used as a container.,1,jug,container,can be used as a container,51238
a bathtub can be used as a container.,1,bathtub,container,can be used as a container,51239
a buttercup can be used as a container.,0,buttercup,flower,can be used as a container,51240
a ball can be used as a container.,0,ball,toy,can be used as a container,51241
a dice can be used as a container.,0,dice,toy,can be used as a container,51242
a tricycle can be used as a container.,0,tricycle,vehicle,can be used as a container,51243
a violin can be used as a container.,0,violin,music,can be used as a container,51244
a finger can be used as a container.,0,finger,body part,can be used as a container,51245
a club can be used as a container.,0,club,weapon,can be used as a container,51246
a balloon can be used as a container.,0,balloon,toy,can be used as a container,51247
a chestnut tree can be used as a container.,0,chestnut,tree,can be used as a container,51248
a refrigerator can be used as a container.,0,refrigerator,appliance,can be used as a container,51249
a cupboard can be used as a container.,0,cupboard,furniture,can be used as a container,51250
a swing can be used as a container.,0,swing,toy,can be used as a container,51251
an oven can be used as a container.,0,oven,appliance,can be used as a container,51252
a rocket can be used as a container.,0,rocket,vehicle,can be used as a container,51253
a buffalo can be used as a container.,0,buffalo,animal,can be used as a container,51254
a dresser can be used as a container.,0,dresser,furniture,can be used as a container,51255
a bat can be used as a container.,0,bat,animal,can be used as a container,51256
a unicycle can be used as a container.,0,unicycle,vehicle,can be used as a container,51257
a tomato can be used as a container.,0,tomato,vegetable,can be used as a container,51258
a tambourine can be used as a container.,0,tambourine,music,can be used as a container,51259
a rifle can be used as a container.,0,rifle,weapon,can be used as a container,51260
a taxi can be used as a container.,0,taxi,vehicle,can be used as a container,51261
a whisk can be used as a container.,0,whisk,kitchenware,can be used as a container,51262
a tray can be used as a container.,0,tray,kitchenware,can be used as a container,51263
a grater can be used as a container.,0,grater,kitchenware,can be used as a container,51264
a spoon can be used as a container.,0,spoon,kitchenware,can be used as a container,51265
a catapult can be used as a container.,0,catapult,weapon,can be used as a container,51266
a daffodil can be used as a container.,0,daffodil,flower,can be used as a container,51267
a harpoon can be used as a container.,0,harpoon,weapon,can be used as a container,51268
a screw can be used as a container.,0,screw,tool,can be used as a container,51269
a ladle can be used as a container.,0,ladle,kitchenware,can be used as a container,51270
a rabbit can be used as a container.,0,rabbit,animal,can be used as a container,51271
a shotgun can be used as a container.,0,shotgun,weapon,can be used as a container,51272
a sledge can be used as a container.,0,sledge,vehicle,can be used as a container,51273
a mirror can be used as a container.,0,mirror,furniture,can be used as a container,51274
a skateboard can be used as a container.,0,skateboard,toy,can be used as a container,51275
a raft can be used as a container.,0,raft,water vehicle,can be used as a container,51276
a tugboat can be used as a container.,0,tugboat,water vehicle,can be used as a container,51277
a toad can be used as a container.,0,toad,animal,can be used as a container,51278
cider can be used as a container.,0,cider,drink,can be used as a container,51279
a yoyo can be used as a container.,0,yoyo,toy,can be used as a container,51280
a guinea pig can be used as a container.,0,guinea_pig,animal,can be used as a container,51281
earmuffs can be used as a container.,0,earmuffs,clothing,can be used as a container,51282
a chest of drawers can be used as a container.,0,chest_of_drawers,furniture,can be used as a container,51283
a cradle can be used as a container.,0,cradle,furniture,can be used as a container,51284
a clam can be used as a container.,0,clam,sea creature,can be used as a container,51285
a rattle can be used as a container.,0,rattle,toy,can be used as a container,51286
a grenade can be used as a container.,0,grenade,weapon,can be used as a container,51287
a rhubarb can be used as a container.,0,rhubarb,fruit,can be used as a container,51288
a sweater can be used as a container.,0,sweater,clothing,can be used as a container,51289
an eye can be used as a container.,0,eye,body part,can be used as a container,51290
an organ can be used as a container.,0,organ,music,can be used as a container,51291
a toe can be used as a container.,0,toe,body part,can be used as a container,51292
a spatula can be used as a container.,0,spatula,kitchenware,can be used as a container,51293
champagne can be used as a container.,0,champagne,drink,can be used as a container,51294
a dress can be used as a container.,0,dress,clothing,can be used as a container,51295
a trouser can be used as a container.,0,trouser,clothing,can be used as a container,51296
a broom can be used as a container.,0,broom,tool,can be used as a container,51297
a zucchini can be used as a container.,0,zucchini,vegetable,can be used as a container,51298
a colander can be used as a container.,0,colander,kitchenware,can be used as a container,51299
a suit can be used as a container.,0,suit,clothing,can be used as a container,51300
castanets can be used as a container.,0,castanets,music,can be used as a container,51301
cheese can be used as a container.,0,cheese,food,can be used as a container,51302
a scallop can be used as a container.,0,scallop,sea creature,can be used as a container,51303
a marble can be used as a container.,0,marble,toy,can be used as a container,51304
a hoe can be used as a container.,0,hoe,tool,can be used as a container,51305
a lamp can be used as a container.,0,lamp,furniture,can be used as a container,51306
a robe can be used as a container.,0,robe,clothing,can be used as a container,51307
a lamb can be used as a container.,0,lamb,animal,can be used as a container,51308
a pansy can be used as a container.,0,pansy,flower,can be used as a container,51309
a peeler can be used as a container.,0,peeler,kitchenware,can be used as a container,51310
a rollerskate can be used as a container.,0,rollerskate,toy,can be used as a container,51311
a wetsuit can be used as a container.,0,wetsuit,clothing,can be used as a container,51312
a strainer can be used as a container.,0,strainer,kitchenware,can be used as a container,51313
a bolt can be used as a container.,0,bolt,tool,can be used as a container,51314
a locust can be used as a container.,0,locust,invertebrate,can be used as a container,51315
a penguin can be used as a container.,0,penguin,bird,can be used as a container,51316
a bomb can be used as a container.,0,bomb,weapon,can be used as a container,51317
a tuna can be used as a container.,0,tuna,fish,can be used as a container,51318
a chandelier can be used as a container.,0,chandelier,furniture,can be used as a container,51319
a puppet can be used as a container.,0,puppet,toy,can be used as a container,51320
a scorpion can be used as a container.,0,scorpion,invertebrate,can be used as a container,51321
a helicopter can be used as a container.,0,helicopter,vehicle,can be used as a container,51322
a camera can be used as a container.,0,camera,appliance,can be used as a container,51323
a clamp can be used as a container.,0,clamp,tool,can be used as a container,51324
a hammer can be used as a container.,0,hammer,tool,can be used as a container,51325
a kite can be used as a container.,0,kite,toy,can be used as a container,51326
a table can be used as a container.,0,table,furniture,can be used as a container,51327
a chopping board can be used as a container.,0,chopping_board,kitchenware,can be used as a container,51328
a typewriter can be used as a container.,0,typewriter,appliance,can be used as a container,51329
a drill can be used as a container.,0,drill,tool,can be used as a container,51330
a tangerine can be used as a container.,0,tangerine,fruit,can be used as a container,51331
a coach can be used as a container.,0,coach,vehicle,can be used as a container,51332
a bookcase can be used as a container.,0,bookcase,furniture,can be used as a container,51333
an armor can be used as a container.,0,armor,clothing,can be used as a container,51334
a jacket can be used as a container.,0,jacket,clothing,can be used as a container,51335
a nail can be used as a container.,0,nail,tool,can be used as a container,51336
a kangaroo can be used as a container.,0,kangaroo,animal,can be used as a container,51337
a train can be used as a container.,0,train,vehicle,can be used as a container,51338
a spirit level can be used as a container.,0,spirit_level,tool,can be used as a container,51339
a rolling pin can be used as a container.,0,rolling_pin,kitchenware,can be used as a container,51340
a lettuce can be used as a container.,0,lettuce,vegetable,can be used as a container,51341
a prawn can be used as a container.,0,prawn,sea creature,can be used as a container,51342
a rake can be used as a container.,0,rake,tool,can be used as a container,51343
a poppy can be used as a container.,0,poppy,flower,can be used as a container,51344
a spade can be used as a container.,0,spade,tool,can be used as a container,51345
a bus can be used as a container.,0,bus,vehicle,can be used as a container,51346
a doll can be used as a container.,0,doll,toy,can be used as a container,51347
a plow can be used as a container.,0,plow,tool,can be used as a container,51348
a cloak can be worn on the shoulder.,1,cloak,clothing,can be worn on the shoulder,51357
a shawl can be worn on the shoulder.,1,shawl,clothing,can be worn on the shoulder,51358
a satchel can be worn on the shoulder.,1,satchel,container,can be worn on the shoulder,51359
a bag can be worn on the shoulder.,1,bag,container,can be worn on the shoulder,51360
a cape can be worn on the shoulder.,1,cape,clothing,can be worn on the shoulder,51361
a bowl can be worn on the shoulder.,0,bowl,container,can be worn on the shoulder,51362
a barrel can be worn on the shoulder.,0,barrel,container,can be worn on the shoulder,51363
a scarf can be worn on the shoulder.,0,scarf,clothing,can be worn on the shoulder,51364
a suit can be worn on the shoulder.,0,suit,clothing,can be worn on the shoulder,51365
a sweater can be worn on the shoulder.,0,sweater,clothing,can be worn on the shoulder,51366
a basket can be worn on the shoulder.,0,basket,container,can be worn on the shoulder,51367
a box can be worn on the shoulder.,0,box,container,can be worn on the shoulder,51368
a coat can be worn on the shoulder.,0,coat,clothing,can be worn on the shoulder,51369
a parka can be worn on the shoulder.,0,parka,clothing,can be worn on the shoulder,51370
a skirt can be worn on the shoulder.,0,skirt,clothing,can be worn on the shoulder,51371
a bottle can be worn on the shoulder.,0,bottle,container,can be worn on the shoulder,51372
a jacket can be worn on the shoulder.,0,jacket,clothing,can be worn on the shoulder,51373
a trouser can be worn on the shoulder.,0,trouser,clothing,can be worn on the shoulder,51374
a bin can be worn on the shoulder.,0,bin,container,can be worn on the shoulder,51375
a wetsuit can be worn on the shoulder.,0,wetsuit,clothing,can be worn on the shoulder,51376
a kite can be made of paper.,1,kite,toy,can be made of paper,51377
a rattle can be made of paper.,0,rattle,toy,can be made of paper,51378
a catapult can be made of paper.,0,catapult,weapon,can be made of paper,51379
a balloon can be made of paper.,0,balloon,toy,can be made of paper,51380
a wallet can be used for storage.,1,wallet,container,can be used for storage,51381
a barrel can be used for storage.,1,barrel,container,can be used for storage,51382
a table can be used for storage.,1,table,furniture,can be used for storage,51383
a bookcase can be used for storage.,1,bookcase,furniture,can be used for storage,51384
a basket can be used for storage.,1,basket,container,can be used for storage,51385
a box can be used for storage.,1,box,container,can be used for storage,51386
a chest of drawers can be used for storage.,1,chest_of_drawers,furniture,can be used for storage,51387
a refrigerator can be used for storage.,1,refrigerator,appliance,can be used for storage,51388
a bag can be used for storage.,1,bag,container,can be used for storage,51389
a cupboard can be used for storage.,1,cupboard,furniture,can be used for storage,51390
a bottle can be used for storage.,1,bottle,container,can be used for storage,51391
a jug can be used for storage.,1,jug,container,can be used for storage,51392
a barge can be used for storage.,1,barge,water vehicle,can be used for storage,51393
a jar can be used for storage.,1,jar,container,can be used for storage,51394
a dresser can be used for storage.,1,dresser,furniture,can be used for storage,51395
a carnation can be used for storage.,0,carnation,flower,can be used for storage,51396
a dice can be used for storage.,0,dice,toy,can be used for storage,51397
an oyster can be used for storage.,0,oyster,sea creature,can be used for storage,51398
a tank can be used for storage.,0,tank,vehicle,can be used for storage,51399
a trolley can be used for storage.,0,trolley,vehicle,can be used for storage,51400
a basin can be used for storage.,0,basin,container,can be used for storage,51401
a lobster can be used for storage.,0,lobster,sea creature,can be used for storage,51402
a hoe can be used for storage.,0,hoe,tool,can be used for storage,51403
a lamp can be used for storage.,0,lamp,furniture,can be used for storage,51404
a satchel can be used for storage.,0,satchel,container,can be used for storage,51405
a balloon can be used for storage.,0,balloon,toy,can be used for storage,51406
an alligator can be used for storage.,0,alligator,animal,can be used for storage,51407
a sink can be used for storage.,0,sink,container,can be used for storage,51408
a dishwasher can be used for storage.,0,dishwasher,appliance,can be used for storage,51409
a rocket can be used for storage.,0,rocket,vehicle,can be used for storage,51410
a peeler can be used for storage.,0,peeler,kitchenware,can be used for storage,51411
a bat can be used for storage.,0,bat,animal,can be used for storage,51412
a rollerskate can be used for storage.,0,rollerskate,toy,can be used for storage,51413
a celery can be used for storage.,0,celery,vegetable,can be used for storage,51414
a rifle can be used for storage.,0,rifle,weapon,can be used for storage,51415
a strainer can be used for storage.,0,strainer,kitchenware,can be used for storage,51416
a tray can be used for storage.,0,tray,kitchenware,can be used for storage,51417
a grater can be used for storage.,0,grater,kitchenware,can be used for storage,51418
yoghurt can be used for storage.,0,yoghurt,food,can be used for storage,51419
a catapult can be used for storage.,0,catapult,weapon,can be used for storage,51420
a gong can be used for storage.,0,gong,music,can be used for storage,51421
a grasshopper can be used for storage.,0,grasshopper,invertebrate,can be used for storage,51422
a ladle can be used for storage.,0,ladle,kitchenware,can be used for storage,51423
a sledge can be used for storage.,0,sledge,vehicle,can be used for storage,51424
a bomb can be used for storage.,0,bomb,weapon,can be used for storage,51425
a mirror can be used for storage.,0,mirror,furniture,can be used for storage,51426
a bin can be used for storage.,0,bin,container,can be used for storage,51427
a chandelier can be used for storage.,0,chandelier,furniture,can be used for storage,51428
a puppet can be used for storage.,0,puppet,toy,can be used for storage,51429
a mug can be used for storage.,0,mug,container,can be used for storage,51430
